EngagementSurvey,DaysLateLast30,Salary,Age,Absences,EmpSatisfaction,YearsOfWork,MaritalDesc,SpecialProjectsCount,PerformanceScore
4.5,1,174583,65,9,5,8,Married,10,Fully Meets
2.66,2,63939,32,13,3,11,Separated,4,PIP
4.35,2,56455,33,1,5,14,Single,10,Exceeds
3.04,3,59109,34,7,4,13,Widowed,5,Needs Improvement
2.81,6,56535,30,24,2,16,Divorced,4,PIP
1.72,2,65326,59,14,3,13,Divorced,4,PIP
4.01,1,85434,67,4,5,12,Single,12,Exceeds
1.15,6,70671,51,12,4,14,Single,3,PIP
4.43,1,97485,31,6,5,12,Separated,14,Exceeds
1.27,6,48920,59,12,2,11,Separated,6,PIP
4.1,2,142674,64,8,5,13,Married,9,Fully Meets
4.35,1,193680,32,0,5,13,Single,12,Exceeds
4.12,2,208520,46,5,5,11,Married,14,Exceeds
3.04,2,49881,48,14,2,15,Widowed,4,PIP
2.94,4,92112,36,16,4,14,Separated,6,Needs Improvement
4.53,1,132300,50,8,5,13,Divorced,14,Exceeds
4.94,1,163181,42,4,5,15,Married,12,Exceeds
3.5,3,52340,57,11,4,14,Married,5,Needs Improvement
4.74,3,206266,62,5,4,12,Married,8,Fully Meets
1.73,6,47816,46,11,3,11,Separated,1,PIP
1.86,4,59629,35,21,1,6,Separated,1,PIP
2.03,4,73883,53,11,1,8,Married,4,PIP
2.03,2,60222,52,9,2,9,Separated,1,PIP
2.44,3,125174,57,2,3,15,Separated,8,Needs Improvement
3.15,3,151217,51,3,5,10,Divorced,5,Needs Improvement
4.23,1,134728,60,5,5,17,Single,12,Exceeds
1.5,7,57333,40,9,2,14,Divorced,5,PIP
4.29,2,217141,63,7,5,15,Divorced,12,Exceeds
4.76,3,224617,71,3,4,12,Single,6,Fully Meets
4.23,1,64595,67,6,5,12,Separated,13,Exceeds
2.25,5,59580,38,15,4,11,Divorced,4,PIP
3.04,5,45996,39,18,2,6,Separated,4,PIP
3.04,3,139378,39,13,4,9,Single,5,Needs Improvement
4.02,2,79750,71,2,5,17,Single,8,Fully Meets
2.36,2,79438,39,15,4,10,Separated,6,Needs Improvement
4.75,2,111321,44,7,5,14,Married,14,Exceeds
2.35,3,75044,46,8,5,14,Single,6,Needs Improvement
4.45,0,220546,62,7,5,10,Single,13,Exceeds
2.94,4,54488,41,8,3,6,Divorced,2,PIP
3.18,3,65138,56,8,5,11,Divorced,6,Needs Improvement
3.0,3,47151,33,14,5,16,Divorced,1,PIP
1.48,5,66280,39,14,3,16,Divorced,6,PIP
4.27,1,177550,67,2,5,8,Single,9,Fully Meets
4.03,2,190701,63,6,5,15,Single,7,Fully Meets
4.41,0,95385,72,9,5,13,Married,9,Fully Meets
1.41,5,46971,32,23,2,9,Divorced,2,PIP
1.84,2,66866,44,18,4,7,Divorced,1,PIP
3.74,2,54253,48,15,4,15,Divorced,6,Needs Improvement
2.2,6,47382,52,19,3,10,Divorced,2,PIP
1.2,2,59814,54,17,3,12,Separated,5,PIP
1.22,7,48435,57,11,5,8,Separated,1,PIP
3.18,3,56237,40,7,2,6,Single,1,PIP
4.07,1,153695,54,7,5,7,Single,13,Exceeds
2.74,2,96065,37,9,3,9,Divorced,7,Needs Improvement
4.56,2,127016,40,4,5,10,Divorced,12,Exceeds
2.7,3,68194,30,12,2,6,Separated,1,PIP
3.76,3,98503,51,3,4,10,Divorced,4,Needs Improvement
4.83,2,212081,35,10,4,10,Married,8,Fully Meets
4.07,3,146840,43,4,5,16,Single,15,Exceeds
3.71,2,59009,53,6,5,9,Separated,4,Needs Improvement
4.52,1,67913,60,5,5,15,Divorced,12,Exceeds
4.41,1,110898,71,3,5,8,Married,12,Exceeds
3.99,4,64182,38,6,4,14,Separated,5,Needs Improvement
2.78,3,139892,47,16,3,10,Divorced,4,Needs Improvement
4.23,0,190207,40,10,5,15,Single,8,Fully Meets
4.56,2,207862,46,7,4,16,Married,8,Fully Meets
3.0,4,118451,44,4,4,12,Separated,6,Needs Improvement
2.08,3,106070,50,13,3,7,Widowed,6,Needs Improvement
4.04,0,112544,62,7,5,8,Single,11,Exceeds
2.11,2,48631,48,11,5,11,Separated,2,PIP
1.61,3,54143,34,21,3,15,Separated,6,PIP
3.71,4,97726,48,11,4,11,Separated,5,Needs Improvement
4.41,2,107208,53,5,5,16,Single,15,Exceeds
4.54,1,121512,53,7,5,13,Single,14,Exceeds
4.41,2,119541,67,2,5,12,Married,9,Fully Meets
4.02,2,88179,38,3,5,14,Married,10,Exceeds
4.61,0,56645,33,7,4,12,Single,9,Fully Meets
4.85,2,137146,63,8,5,14,Single,9,Fully Meets
2.44,7,60991,52,12,3,14,Widowed,1,PIP
4.66,2,119709,57,10,5,12,Separated,8,Fully Meets
1.15,7,47089,38,25,3,13,Divorced,3,PIP
2.69,6,72184,30,4,1,6,Divorced,4,PIP
4.37,2,154190,57,9,4,10,Single,8,Fully Meets
4.83,1,196435,33,2,5,10,Single,15,Exceeds
4.68,1,88480,44,6,5,7,Single,6,Fully Meets
4.68,1,214151,66,5,5,16,Married,8,Fully Meets
4.8,1,168848,58,9,5,14,Married,7,Fully Meets
4.79,2,184420,38,6,4,15,Married,9,Fully Meets
4.65,2,167305,72,4,5,17,Married,8,Fully Meets
4.9,2,55074,69,8,4,9,Single,9,Fully Meets
4.83,1,183888,45,7,5,14,Married,12,Exceeds
4.12,3,167355,50,2,5,11,Single,11,Exceeds
3.17,2,60586,54,3,4,10,Divorced,8,Needs Improvement
4.13,1,151306,45,4,5,8,Single,12,Exceeds
4.62,0,159468,68,8,5,8,Single,8,Fully Meets
3.04,3,96608,44,10,4,8,Separated,7,Needs Improvement
4.89,2,176562,66,8,5,14,Separated,13,Exceeds
4.08,3,141374,57,2,5,13,Single,9,Fully Meets
2.57,3,71313,47,13,2,11,Separated,1,PIP
4.03,0,216021,51,8,5,10,Married,9,Fully Meets
4.99,2,96439,33,8,5,8,Single,14,Exceeds
3.37,3,111997,53,12,4,13,Widowed,4,Needs Improvement
4.16,3,113574,32,1,5,15,Divorced,13,Exceeds
4.14,1,173362,58,1,5,15,Single,11,Exceeds
4.58,0,54635,33,8,4,13,Separated,8,Fully Meets
4.04,1,96938,55,8,4,13,Married,7,Fully Meets
2.98,4,63173,54,18,5,16,Separated,6,PIP
2.23,4,71704,40,20,3,12,Widowed,6,PIP
4.02,2,116118,69,10,4,16,Single,8,Fully Meets
2.01,3,64037,33,5,2,15,Divorced,0,PIP
3.02,4,75862,57,8,5,11,Widowed,8,Needs Improvement
4.47,3,61738,62,3,5,9,Divorced,13,Exceeds
4.39,2,141023,39,6,5,15,Single,12,Exceeds
4.9,3,223819,50,5,5,12,Married,14,Exceeds
4.97,1,98327,58,4,4,9,Divorced,10,Fully Meets
4.94,2,203116,70,7,4,9,Married,10,Fully Meets
1.23,6,59826,54,19,3,13,Separated,2,PIP
2.35,4,52696,50,19,4,14,Divorced,4,PIP
4.81,1,182935,57,7,5,14,Married,9,Fully Meets
4.6,2,87591,40,7,5,7,Separated,15,Exceeds
2.18,4,45298,53,11,4,13,Divorced,2,PIP
3.45,4,55618,39,7,4,11,Widowed,5,Needs Improvement
4.0,3,146350,54,9,3,15,Separated,7,Needs Improvement
4.56,0,78829,56,5,5,10,Married,10,Exceeds
2.76,2,150170,50,9,5,7,Separated,5,Needs Improvement
1.23,4,74280,50,5,2,14,Separated,2,PIP
3.58,2,52512,41,4,5,8,Separated,6,Needs Improvement
1.35,2,62414,58,22,4,16,Separated,5,PIP
4.51,2,216811,63,8,4,9,Divorced,9,Fully Meets
4.84,1,213125,57,6,5,12,Married,10,Exceeds
4.89,3,67295,35,4,4,13,Married,7,Fully Meets
2.56,5,46881,59,11,3,9,Separated,5,PIP
1.51,5,48788,33,5,2,17,Separated,4,PIP
1.46,4,67423,35,6,4,11,Single,1,PIP
4.72,2,103851,52,6,4,16,Single,7,Fully Meets
4.28,0,200964,52,8,5,14,Single,11,Exceeds
4.96,1,89639,53,3,5,10,Married,9,Fully Meets
3.31,4,87570,48,3,4,12,Divorced,8,Needs Improvement
1.39,4,65479,53,6,3,6,Single,4,PIP
3.83,3,109612,58,6,5,9,Divorced,6,Needs Improvement
3.89,3,72999,41,2,4,13,Separated,7,Needs Improvement
5.0,1,184339,47,7,5,14,Married,7,Fully Meets
4.5,2,182358,46,4,5,11,Single,10,Exceeds
2.43,3,144381,55,5,5,7,Widowed,6,Needs Improvement
4.78,0,109361,56,3,4,16,Single,9,Fully Meets
4.69,1,161176,43,7,4,13,Separated,7,Fully Meets
4.61,3,74784,41,5,5,9,Single,7,Fully Meets
4.1,3,192440,35,8,5,15,Divorced,14,Exceeds
4.74,2,106277,48,6,5,16,Single,11,Exceeds
3.17,2,61251,46,21,2,5,Divorced,4,PIP
4.86,0,109511,49,10,5,12,Single,9,Fully Meets
2.52,2,134771,42,3,3,15,Divorced,5,Needs Improvement
4.39,3,215226,53,0,5,8,Married,12,Exceeds
3.37,3,149865,59,14,5,8,Separated,5,Needs Improvement
1.7,6,71769,37,4,4,13,Separated,5,PIP
2.36,2,65776,37,22,4,8,Divorced,3,PIP
2.94,6,68556,44,6,4,12,Divorced,3,PIP
4.62,2,142319,67,4,5,15,Married,13,Exceeds
4.52,2,52903,55,7,5,13,Single,8,Fully Meets
1.5,3,61575,47,14,1,10,Divorced,4,PIP
3.98,3,145412,59,3,4,8,Widowed,5,Needs Improvement
3.4,4,78810,40,7,3,8,Separated,8,Needs Improvement
4.37,2,159592,50,4,4,13,Divorced,7,Fully Meets
4.69,1,95251,60,8,5,11,Single,14,Exceeds
4.07,1,221835,66,1,5,9,Single,13,Exceeds
2.0,6,60675,55,23,1,8,Divorced,3,PIP
4.39,2,166708,35,3,5,16,Married,13,Exceeds
2.68,3,70500,50,9,4,16,Widowed,8,Needs Improvement
4.6,3,48867,69,4,5,10,Married,11,Exceeds
4.73,0,166671,37,6,5,8,Single,13,Exceeds
4.34,3,102554,49,6,5,11,Single,10,Fully Meets
4.3,3,58438,35,6,5,12,Married,13,Exceeds
4.13,2,138958,56,7,5,9,Single,15,Exceeds
4.49,2,156053,68,5,5,15,Single,13,Exceeds
1.79,5,48606,52,20,5,16,Separated,1,PIP
4.63,3,119256,33,1,5,13,Married,13,Exceeds
2.99,4,68440,36,4,4,17,Widowed,4,PIP
3.43,3,129562,39,9,4,7,Separated,7,Needs Improvement
4.77,3,106743,56,5,4,13,Married,9,Fully Meets
2.92,2,60313,55,17,4,15,Separated,1,PIP
2.42,2,46956,56,8,1,17,Divorced,2,PIP
2.08,4,128610,33,9,4,14,Separated,7,Needs Improvement
4.82,1,186925,62,7,5,8,Single,14,Exceeds
2.27,4,51729,59,7,3,9,Divorced,1,PIP
4.86,2,117527,61,4,5,9,Married,14,Exceeds
4.28,1,56621,72,0,5,9,Single,13,Exceeds
2.78,6,61397,50,10,1,10,Separated,3,PIP
1.64,4,46534,50,21,3,6,Separated,1,PIP
4.03,1,82161,41,4,4,11,Married,8,Fully Meets
4.97,2,114129,64,4,4,16,Married,9,Fully Meets
2.85,6,66433,42,11,5,6,Divorced,2,PIP
1.81,5,64031,54,11,4,17,Divorced,1,PIP
1.91,3,54118,40,15,2,11,Single,2,PIP
4.71,2,156117,51,7,5,13,Married,9,Fully Meets
1.36,4,51379,39,18,4,8,Divorced,3,PIP
1.31,3,59139,32,16,2,8,Divorced,2,PIP
2.61,2,99053,58,12,3,15,Married,6,Needs Improvement
2.28,5,73993,50,16,2,17,Divorced,0,PIP
4.42,0,221257,62,8,5,16,Single,8,Fully Meets
2.8,4,126698,57,11,3,12,Widowed,5,Needs Improvement
3.82,2,126127,38,3,5,15,Divorced,6,Needs Improvement
4.88,0,148342,39,7,5,10,Married,12,Exceeds
3.46,2,50893,48,17,3,12,Widowed,7,Needs Improvement
2.39,6,45047,46,25,2,10,Divorced,2,PIP
3.02,3,109501,44,10,5,10,Widowed,5,Needs Improvement
4.06,3,125886,37,6,4,9,Single,9,Fully Meets
4.24,1,115252,59,7,5,16,Single,14,Exceeds
4.19,0,127247,37,3,4,15,Single,8,Fully Meets
3.71,2,126054,36,15,5,11,Widowed,7,Needs Improvement
1.17,5,59806,51,6,5,13,Divorced,1,PIP
1.41,5,48555,55,17,4,11,Separated,5,PIP
3.66,2,94861,45,6,4,7,Divorced,5,Needs Improvement
4.5,2,80117,63,8,5,13,Married,10,Exceeds
4.19,2,223178,36,6,4,11,Single,9,Fully Meets
4.43,2,182426,66,6,4,8,Single,8,Fully Meets
4.82,3,141395,54,7,5,12,Single,7,Fully Meets
4.18,1,189767,58,6,5,7,Single,11,Exceeds
3.3,3,109959,32,10,5,10,Separated,5,Needs Improvement
2.62,4,49972,47,10,2,10,Separated,3,PIP
3.04,2,50703,47,17,2,11,Widowed,5,PIP
2.36,7,70499,50,20,3,15,Separated,4,PIP
3.85,2,121289,58,16,5,10,Widowed,7,Needs Improvement
4.85,1,141407,65,1,5,13,Single,14,Exceeds
4.87,0,170423,48,9,5,10,Single,9,Fully Meets
2.89,2,89450,53,10,5,12,Separated,5,Needs Improvement
4.27,1,143415,62,9,5,14,Divorced,6,Fully Meets
4.63,2,209989,43,2,5,13,Single,12,Exceeds
2.02,4,60144,44,16,5,11,Widowed,3,PIP
4.2,3,195187,33,5,5,8,Single,15,Exceeds
4.54,2,97500,43,3,5,13,Married,11,Exceeds
2.02,3,111986,41,8,4,8,Separated,4,Needs Improvement
1.83,4,60018,35,19,2,16,Separated,4,PIP
4.85,1,98291,37,7,5,11,Divorced,13,Exceeds
1.19,5,53304,32,16,4,12,Divorced,3,PIP
4.42,1,135806,43,5,5,13,Married,11,Exceeds
1.85,5,54419,56,7,4,8,Separated,5,PIP
4.48,0,120501,56,3,5,15,Single,9,Fully Meets
4.61,2,224541,41,10,4,16,Single,8,Fully Meets
1.26,4,68411,58,7,4,15,Divorced,1,PIP
2.5,3,65916,55,4,2,11,Separated,1,PIP
4.28,1,100964,53,2,5,8,Single,12,Exceeds
4.99,1,111518,34,6,4,8,Single,8,Fully Meets
2.82,6,70879,56,20,4,5,Separated,1,PIP
4.28,0,83380,51,2,5,12,Single,13,Exceeds
4.46,1,140508,71,4,5,17,Single,9,Fully Meets
2.27,3,69636,54,3,1,16,Divorced,6,PIP
4.97,1,172982,66,2,5,14,Married,8,Fully Meets
2.64,4,110771,32,9,3,12,Widowed,4,Needs Improvement
3.8,2,91867,53,9,4,7,Separated,6,Needs Improvement
3.75,2,57596,43,5,5,17,Widowed,4,Needs Improvement
4.9,1,189797,42,2,5,11,Married,13,Exceeds
2.1,4,47130,47,4,5,13,Divorced,3,PIP
2.17,5,55734,50,12,5,11,Divorced,1,PIP
4.6,1,119170,40,4,5,16,Married,15,Exceeds
2.5,3,138208,37,15,4,13,Widowed,7,Needs Improvement
2.16,6,61922,51,20,2,12,Divorced,3,PIP
2.62,3,66812,39,24,5,15,Divorced,3,PIP
4.55,1,212686,69,3,5,14,Married,13,Exceeds
4.22,3,100811,46,4,5,13,Married,10,Fully Meets
3.17,5,71405,45,16,1,10,Separated,1,PIP
2.56,3,124836,50,5,3,7,Divorced,6,Needs Improvement
4.67,3,111874,70,0,5,11,Single,10,Exceeds
4.01,3,117779,51,7,5,13,Married,13,Exceeds
4.39,2,45224,54,6,5,14,Single,11,Exceeds
4.37,0,111064,65,4,5,17,Married,15,Exceeds
2.6,4,70184,56,13,3,9,Divorced,6,Needs Improvement
4.25,1,107709,41,1,5,10,Single,13,Exceeds
2.47,4,149432,41,13,4,13,Separated,4,Needs Improvement
3.0,2,145207,54,15,5,12,Separated,7,Needs Improvement
2.07,7,57564,32,18,5,6,Divorced,2,PIP
4.03,2,169977,61,7,5,16,Married,15,Exceeds
4.84,2,100156,40,6,5,10,Single,7,Fully Meets
4.81,2,84339,61,9,5,13,Married,10,Fully Meets
4.37,1,150608,58,8,5,10,Married,14,Exceeds
1.44,5,59290,43,17,2,10,Divorced,2,PIP
4.66,1,67676,33,5,5,14,Single,15,Exceeds
1.36,4,73567,35,20,2,11,Divorced,4,PIP
4.64,2,108332,37,8,5,17,Single,6,Fully Meets
4.49,3,162910,45,8,5,9,Married,13,Exceeds
4.88,1,159695,48,5,5,15,Single,15,Exceeds
2.79,4,62466,56,15,3,13,Widowed,5,PIP
4.54,1,132523,53,7,5,17,Single,11,Exceeds
4.42,3,82577,35,1,5,13,Married,11,Exceeds
4.85,2,133922,32,5,5,8,Single,6,Fully Meets
4.39,2,49401,53,7,5,15,Divorced,10,Fully Meets
4.04,1,159368,39,5,5,9,Married,10,Exceeds
1.16,3,68419,43,23,4,9,Married,3,PIP
4.68,2,143057,37,7,5,12,Married,13,Exceeds
4.72,1,154422,71,7,5,13,Single,8,Fully Meets
4.62,2,79811,63,4,5,17,Married,13,Exceeds
3.44,2,86793,53,8,4,15,Separated,5,Needs Improvement
2.59,4,132772,39,8,5,11,Married,7,Needs Improvement
1.69,6,50020,46,11,4,11,Divorced,1,PIP
4.32,2,60589,50,3,5,13,Single,8,Fully Meets
1.94,5,51972,47,9,4,13,Divorced,3,PIP
2.16,3,130926,47,2,3,11,Widowed,5,Needs Improvement
4.19,2,124091,56,8,5,16,Married,15,Exceeds
4.64,2,136519,56,3,5,12,Married,9,Fully Meets
2.82,4,117914,50,13,4,17,Widowed,7,Needs Improvement
4.8,3,216604,68,5,5,16,Single,15,Exceeds
3.08,3,106075,59,10,3,14,Separated,8,Needs Improvement
2.79,4,137442,51,9,4,8,Widowed,5,Needs Improvement
4.15,2,143517,65,4,5,12,Single,11,Exceeds
3.38,3,94802,42,10,4,9,Single,5,Needs Improvement
2.86,2,50786,39,6,4,16,Divorced,7,Needs Improvement
4.33,3,86192,63,7,4,7,Single,7,Fully Meets
2.82,2,64040,50,18,3,11,Separated,5,PIP
4.96,0,109634,34,8,4,10,Separated,7,Fully Meets
3.31,3,140021,54,15,4,17,Widowed,6,Needs Improvement
2.46,6,48617,32,16,3,17,Separated,3,PIP
1.84,7,47862,44,7,1,8,Divorced,5,PIP
3.23,3,149830,55,3,4,15,Divorced,8,Needs Improvement
2.63,3,61393,55,15,2,15,Divorced,4,PIP
4.27,0,193091,69,4,5,8,Single,7,Fully Meets
4.57,1,89520,59,5,5,13,Single,14,Exceeds
4.44,2,152835,57,5,4,11,Married,6,Fully Meets
2.07,5,53851,51,20,3,8,Separated,0,PIP
4.94,1,168004,48,6,5,12,Married,8,Fully Meets
2.4,4,65057,51,11,3,6,Widowed,4,PIP
4.94,1,169415,38,10,5,14,Single,8,Fully Meets
4.25,2,118874,48,4,5,14,Married,10,Exceeds
2.36,2,60539,51,13,5,8,Divorced,5,PIP
4.89,2,86314,70,4,5,12,Married,8,Fully Meets
4.19,1,73638,55,7,5,15,Married,12,Exceeds
1.16,3,46008,46,4,2,15,Divorced,5,PIP
4.96,2,212511,71,1,5,15,Married,11,Exceeds
4.39,0,153005,57,7,5,17,Married,9,Fully Meets
2.77,2,66673,41,8,4,12,Widowed,7,Needs Improvement
2.39,5,52786,52,10,5,9,Divorced,1,PIP
4.26,2,160682,36,4,5,14,Married,11,Exceeds
4.86,3,223578,33,5,5,16,Single,8,Fully Meets
2.72,3,53614,36,10,1,7,Divorced,1,PIP
2.18,3,57825,55,3,4,8,Married,5,PIP
4.85,3,180409,45,2,5,17,Married,8,Fully Meets
4.43,2,53985,32,3,4,17,Married,8,Fully Meets
4.1,0,136724,64,0,5,12,Married,12,Exceeds
4.28,0,165731,31,5,4,9,Single,7,Fully Meets
3.37,2,64911,52,17,3,13,Separated,6,Needs Improvement
4.15,1,170948,65,5,5,12,Married,14,Exceeds
4.71,2,167993,52,7,5,14,Separated,12,Exceeds
3.4,3,149166,56,6,3,13,Separated,5,Needs Improvement
4.26,2,88878,67,2,5,8,Married,13,Exceeds
3.01,3,123813,36,11,4,7,Widowed,6,Needs Improvement
3.32,4,117101,43,16,5,10,Single,6,Needs Improvement
1.9,5,45573,33,14,4,15,Separated,3,PIP
2.33,3,143362,53,17,4,16,Widowed,4,Needs Improvement
4.16,3,224484,54,4,4,12,Single,7,Fully Meets
4.47,2,106671,48,5,5,13,Married,7,Fully Meets
2.46,4,125828,47,16,4,7,Widowed,7,Needs Improvement
4.03,1,165640,55,1,5,11,Single,14,Exceeds
2.37,2,69825,31,12,2,14,Divorced,4,PIP
3.99,3,86211,47,13,4,16,Divorced,8,Needs Improvement
4.6,1,97558,62,5,5,9,Married,8,Fully Meets
4.2,2,52040,36,6,4,7,Married,9,Fully Meets
2.68,7,56640,30,7,2,11,Divorced,2,PIP
2.98,5,69503,53,16,2,8,Separated,1,PIP
4.68,3,119418,49,5,5,9,Single,10,Fully Meets
2.27,6,68715,46,11,4,6,Divorced,5,PIP
4.72,2,105741,47,7,4,12,Single,10,Fully Meets
4.93,1,209068,32,3,5,10,Single,8,Fully Meets
3.87,2,70933,57,3,4,10,Divorced,7,Needs Improvement
4.53,2,81536,50,1,5,8,Married,14,Exceeds
3.19,4,145840,41,16,4,12,Single,4,Needs Improvement
4.77,1,63083,65,8,4,11,Single,7,Fully Meets
2.65,3,66782,35,13,4,12,Married,6,Needs Improvement
4.02,1,224935,47,2,5,8,Married,9,Fully Meets
4.39,2,134630,56,4,4,11,Married,9,Fully Meets
2.57,3,58705,42,12,4,15,Separated,5,Needs Improvement
4.5,0,159970,54,1,5,12,Single,13,Exceeds
2.93,3,55932,51,4,5,8,Widowed,6,Needs Improvement
4.61,3,222666,60,3,4,14,Single,7,Fully Meets
2.79,3,72786,41,9,4,11,Separated,1,PIP
2.86,3,90358,47,3,4,7,Married,8,Needs Improvement
4.46,2,147553,56,0,5,8,Married,10,Exceeds
2.25,2,95671,39,5,4,8,Separated,6,Needs Improvement
4.1,1,216804,51,3,5,12,Married,14,Exceeds
4.49,1,133943,70,10,5,14,Married,9,Fully Meets
4.61,3,92881,43,5,5,16,Divorced,11,Exceeds
4.28,0,177841,50,8,4,7,Single,9,Fully Meets
4.76,1,121917,65,3,5,10,Married,11,Exceeds
3.61,2,146499,46,11,4,12,Separated,6,Needs Improvement
2.92,4,150227,58,11,4,12,Widowed,6,Needs Improvement
4.46,2,151136,47,3,4,11,Single,7,Fully Meets
3.04,5,48057,33,10,4,14,Separated,2,PIP
3.15,3,70422,52,8,4,7,Separated,6,Needs Improvement
4.03,1,134321,64,2,5,11,Married,10,Exceeds
4.79,2,193388,40,4,5,9,Single,13,Exceeds
4.78,2,195582,46,8,5,10,Married,13,Exceeds
4.06,1,224736,58,9,4,10,Single,9,Fully Meets
4.23,1,198289,53,6,5,9,Single,15,Exceeds
3.33,4,107043,57,5,3,11,Divorced,8,Needs Improvement
4.92,3,200938,62,3,5,8,Married,14,Exceeds
1.58,4,45378,55,8,3,14,Divorced,4,PIP
4.53,0,178712,57,8,5,9,Single,10,Fully Meets
1.27,5,58537,33,9,2,12,Divorced,4,PIP
4.61,0,157845,63,9,5,7,Divorced,8,Fully Meets
2.31,5,56940,41,8,2,12,Separated,2,PIP
3.31,4,121444,38,2,4,13,Divorced,5,Needs Improvement
2.7,3,50443,55,6,4,12,Widowed,4,Needs Improvement
4.7,3,66141,35,6,5,17,Single,14,Exceeds
4.42,1,143667,63,8,5,11,Married,14,Exceeds
4.74,1,82405,35,5,5,8,Single,11,Exceeds
3.34,3,109254,41,8,4,11,Widowed,6,Needs Improvement
3.58,2,63506,38,13,4,15,Widowed,5,Needs Improvement
2.68,3,93512,40,10,3,12,Divorced,7,Needs Improvement
4.17,0,67800,62,7,4,11,Single,8,Fully Meets
4.38,1,85523,43,6,5,10,Single,14,Exceeds
4.63,2,188005,47,2,5,16,Single,14,Exceeds
4.93,1,170328,44,4,5,7,Married,13,Exceeds
1.78,6,53261,53,14,4,5,Divorced,3,PIP
2.4,3,101231,58,5,5,10,Divorced,6,Needs Improvement
1.36,7,65598,36,17,2,11,Divorced,5,PIP
4.43,0,87053,59,10,5,9,Single,6,Fully Meets
4.54,1,62957,52,7,5,9,Married,10,Exceeds
4.39,1,83629,55,3,5,17,Single,9,Fully Meets
2.27,3,124330,40,13,5,16,Divorced,7,Needs Improvement
2.03,3,63621,57,4,3,15,Separated,5,Needs Improvement
4.52,2,127947,36,6,5,17,Married,15,Exceeds
2.76,4,94947,38,13,5,13,Widowed,7,Needs Improvement
4.78,0,186118,37,6,5,7,Divorced,7,Fully Meets
4.56,1,63870,71,9,4,11,Single,8,Fully Meets
4.84,1,165680,65,7,5,9,Married,10,Exceeds
2.48,3,137949,56,9,4,9,Separated,5,Needs Improvement
2.26,3,72228,46,16,2,12,Separated,2,PIP
3.72,4,94479,53,5,3,13,Widowed,6,Needs Improvement
4.35,1,179586,53,5,5,9,Married,12,Exceeds
4.57,2,135678,40,6,5,11,Married,9,Fully Meets
4.77,2,204113,40,5,4,8,Divorced,6,Fully Meets
2.15,2,120214,59,15,5,10,Widowed,7,Needs Improvement
2.48,4,72670,57,16,3,12,Separated,7,Needs Improvement
2.4,3,68216,36,6,2,6,Divorced,4,PIP
4.37,1,61666,64,2,5,12,Divorced,11,Exceeds
4.52,1,182387,43,3,4,14,Married,8,Fully Meets
1.51,6,57129,31,24,4,6,Divorced,2,PIP
1.18,2,67966,41,14,3,7,Separated,6,PIP
4.48,1,69966,39,7,5,16,Married,9,Fully Meets
4.35,1,142570,57,6,4,10,Married,7,Fully Meets
1.88,4,50622,46,18,4,13,Divorced,0,PIP
2.53,2,88040,47,16,4,11,Widowed,8,Needs Improvement
2.68,3,134739,57,7,4,17,Separated,6,Needs Improvement
3.03,3,54612,58,10,5,7,Divorced,6,Needs Improvement
1.64,2,57331,53,14,3,5,Separated,3,PIP
2.67,4,46571,35,22,2,7,Divorced,6,PIP
4.09,3,91753,33,8,5,17,Married,10,Fully Meets
4.53,2,188215,58,3,5,11,Single,10,Exceeds
2.69,6,47306,32,23,2,14,Divorced,3,PIP
4.16,3,116805,56,4,5,10,Married,8,Fully Meets
3.05,3,50527,51,5,3,16,Married,5,PIP
3.2,5,69854,54,7,2,16,Widowed,4,PIP
1.67,4,45372,35,16,3,6,Separated,5,PIP
2.66,3,58740,36,12,2,10,Married,5,PIP
4.53,2,75123,49,3,5,14,Single,14,Exceeds
4.74,1,104478,45,2,5,17,Separated,15,Exceeds
3.34,2,128484,36,7,5,10,Separated,7,Needs Improvement
4.36,2,84487,62,9,4,13,Married,9,Fully Meets
4.18,0,140167,36,2,5,17,Single,12,Exceeds
4.48,2,100679,42,7,5,14,Single,11,Exceeds
3.22,3,106403,46,7,4,13,Separated,6,Needs Improvement
4.87,0,57675,35,4,5,8,Divorced,11,Exceeds
4.4,0,208816,33,6,5,8,Married,7,Fully Meets
1.3,3,68626,59,24,2,10,Divorced,5,PIP
2.44,5,61813,40,19,5,16,Divorced,4,PIP
3.11,3,140260,47,3,5,11,Divorced,5,Needs Improvement
4.63,3,58030,63,6,5,12,Married,9,Fully Meets
1.4,4,60416,50,17,2,7,Divorced,3,PIP
4.99,2,148417,40,2,4,7,Married,9,Fully Meets
4.33,0,193612,48,6,4,9,Single,9,Fully Meets
3.9,3,136192,45,5,4,10,Widowed,5,Needs Improvement
1.51,6,63459,30,12,3,17,Separated,4,PIP
2.97,6,55802,35,19,2,10,Married,0,PIP
3.56,3,144462,33,15,5,9,Separated,4,Needs Improvement
2.37,6,52486,49,6,2,12,Divorced,1,PIP
2.59,7,71387,48,18,5,9,Separated,0,PIP
2.65,2,146436,48,6,5,16,Divorced,5,Needs Improvement
2.93,4,46184,50,6,4,6,Divorced,0,PIP
1.44,5,67782,55,9,1,17,Divorced,6,PIP
2.3,4,138812,32,3,5,12,Divorced,7,Needs Improvement
1.41,4,54088,54,10,3,10,Separated,1,PIP
4.81,1,220764,35,5,5,10,Single,7,Fully Meets
2.98,7,53917,33,13,2,14,Separated,6,PIP
